,team,name,position,cap_hit,base_salary,signing_bonus,roster_bonus,option_bonus,workout_bonus,restructure_bonus,incentive_bonus
223,baltimore-ravens,Jalyn Armour-Davis,CB,"$1,060,082 ","$870,000 ","$190,082 ",0-,0-,0-,0-,0-
224,baltimore-ravens,James Proche,WR,"$1,052,027 ","$1,010,000 ","$42,027 ",0-,0-,0-,0-,0-
225,baltimore-ravens,Charlie Kolar,TE,"$1,046,221 ","$870,000 ","$176,221 ",0-,0-,0-,0-,0-
226,baltimore-ravens,Jordan Stout,P,"$1,044,459 ","$870,000 ","$174,459 ",0-,0-,0-,0-,0-
227,baltimore-ravens,Sam Mustipher,C,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
228,baltimore-ravens,John Simpson,G,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
229,baltimore-ravens,Kristian Welch,LB,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
230,baltimore-ravens,Isaiah Likely,TE,"$996,085 ","$870,000 ","$126,085 ",0-,0-,0-,0-,0-
231,baltimore-ravens,Damarion Williams,CB,"$996,085 ","$870,000 ","$126,085 ",0-,0-,0-,0-,0-
232,baltimore-ravens,Trenton Simpson,LB,"$982,637 ","$750,000 ","$232,637 ",0-,0-,0-,0-,0-
233,baltimore-ravens,Angelo Blackson,DE,"$940,000 ","$1,165,000 ",0-,0-,0-,0-,0-,0-
234,baltimore-ravens,Laquon Treadwell,WR,"$940,000 ","$1,165,000 ",0-,0-,0-,0-,0-,0-
235,baltimore-ravens,Brent Urban,DE,"$940,000 ","$1,165,000 ",0-,0-,0-,0-,0-,0-
236,baltimore-ravens,Daryl Worley,CB,"$940,000 ","$1,165,000 ",0-,0-,0-,0-,0-,0-
237,baltimore-ravens,Tyler Ott,LS,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
238,baltimore-ravens,Kevon Seymour,CB,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
239,baltimore-ravens,David Sharpe,T,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
240,baltimore-ravens,Ar'Darius Washington,S,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
241,baltimore-ravens,Tavius Robinson,OLB,"$930,141 ","$750,000 ","$180,141 ",0-,0-,0-,0-,0-
242,baltimore-ravens,Anthony Brown,QB,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
243,baltimore-ravens,Kyu Blu Kelly,CB,"$827,286 ","$750,000 ","$77,286 ",0-,0-,0-,0-,0-
244,baltimore-ravens,Malaesala Aumavae-Laulu,T,"$793,298 ","$750,000 ","$43,298 ",0-,0-,0-,0-,0-
245,baltimore-ravens,Andrew Vorhees,G,"$775,528 ","$750,000 ","$25,528 ",0-,0-,0-,0-,0-
246,baltimore-ravens,Corey Mayfield Jr.,CB,"$758,333 ","$750,000 ","$8,333 ",0-,0-,0-,0-,0-
247,baltimore-ravens,Tashawn Manning,G,"$756,666 ","$750,000 ","$6,666 ",0-,0-,0-,0-,0-
248,baltimore-ravens,Keaton Mitchell,RB,"$756,000 ","$750,000 ","$6,000 ",0-,0-,0-,0-,0-
249,baltimore-ravens,Travis Vokolek,TE,"$755,000 ","$750,000 ","$5,000 ",0-,0-,0-,0-,0-
250,baltimore-ravens,Josh Ross,ILB,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
251,baltimore-ravens,Tykeem Doss,G,"$752,500 ","$750,000 ","$2,500 ",0-,0-,0-,0-,0-
252,baltimore-ravens,Kaieem Ceasar,DT,"$751,666 ","$750,000 ","$1,666 ",0-,0-,0-,0-,0-
253,baltimore-ravens,Sean Ryan,WR,"$751,666 ","$750,000 ","$1,666 ",0-,0-,0-,0-,0-
254,baltimore-ravens,Jake Guidone,G,"$751,333 ","$750,000 ","$1,333 ",0-,0-,0-,0-,0-
255,baltimore-ravens,Trey Botts,DT,"$751,000 ","$750,000 ","$1,000 ",0-,0-,0-,0-,0-
256,baltimore-ravens,Jeremy Lucien,CB,"$751,000 ","$750,000 ","$1,000 ",0-,0-,0-,0-,0-
257,baltimore-ravens,Dontay Demus Jr.,WR,"$750,833 ","$750,000 ",$833 ,0-,0-,0-,0-,0-
258,baltimore-ravens,Malik Hamm,LB,"$750,666 ","$750,000 ",$666 ,0-,0-,0-,0-,0-
259,baltimore-ravens,Owen Wright,RB,"$750,666 ","$750,000 ",$666 ,0-,0-,0-,0-,0-
260,baltimore-ravens,Kelle Sanders,LB,"$750,333 ","$750,000 ",$333 ,0-,0-,0-,0-,0-
261,baltimore-ravens,Jaquan Amos,S,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
262,baltimore-ravens,Tarik Black,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
263,baltimore-ravens,Shemar Bridges,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
264,baltimore-ravens,Ben Mason,TE,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
265,baltimore-ravens,Jeremiah Moon,OLB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
266,baltimore-ravens,Rayshad Nichols,DT,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
267,baltimore-ravens,Makai Polk,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
268,baltimore-ravens,Jordan Swann,CB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
269,baltimore-ravens,Jaylon Thomas,T,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
270,baltimore-ravens,Trayvon Mullen,CB,0-,0-,0-,0-,0-,0-,0-,0-
271,buffalo-bills,Josh Allen,QB,"$18,636,281 ","$1,080,000 ","$3,300,000 ",0-,"$8,472,281 ","$500,000 ","$5,284,000 ",0-
272,buffalo-bills,Tre'Davious White,CB,"$16,237,857 ","$8,600,000 ","$2,100,000 ","$1,102,940 ","$1,500,000 ","$300,000 ","$2,634,917 ",0-
273,buffalo-bills,Stefon Diggs,WR,"$14,875,111 ","$1,165,000 ","$4,300,000 ","$255,000 ","$3,200,000 ","$250,000 ","$5,705,111 ",0-
274,buffalo-bills,Dion Dawkins,LT,"$14,854,294 ","$8,855,000 ","$1,720,000 ","$735,294 ","$1,875,000 ","$250,000 ","$1,419,000 ",0-
275,buffalo-bills,Mitch Morse,C,"$11,360,000 ","$6,640,000 ","$3,000,000 ","$1,420,000 ",0-,"$100,000 ",0-,"$200,000 "
276,buffalo-bills,Micah Hyde,FS,"$10,571,294 ","$5,300,000 ","$2,500,000 ","$1,535,294 ",0-,"$100,000 ","$1,136,000 ",0-
277,buffalo-bills,Taron Johnson,CB,"$9,250,000 ","$5,505,000 ","$1,000,000 ","$1,095,000 ","$1,500,000 ","$150,000 ",0-,0-
278,buffalo-bills,DaQuan Jones,DT,"$8,583,333 ","$6,750,000 ","$1,833,333 ",0-,0-,0-,0-,0-
279,buffalo-bills,Von Miller,DE,"$7,939,000 ","$1,300,000 ","$3,705,000 ","$165,000 ",0-,"$100,000 ","$2,669,000 ",0-
280,buffalo-bills,Matt Milano,OLB,"$7,087,000 ","$1,080,000 ","$4,139,000 ","$320,000 ",0-,"$255,000 ","$1,293,000 ",0-
281,buffalo-bills,Dawson Knox,TE,"$6,425,000 ","$1,955,000 ","$1,400,000 ","$320,000 ","$2,500,000 ","$250,000 ",0-,0-
282,buffalo-bills,Ed Oliver,DT,"$4,978,000 ","$2,028,000 ","$2,950,000 ",0-,0-,0-,0-,0-
283,buffalo-bills,Jordan Poyer,FS,"$4,880,000 ","$2,240,000 ","$2,000,000 ","$390,000 ",0-,"$250,000 ",0-,0-
284,buffalo-bills,Ryan Bates,G,"$4,875,000 ","$3,900,000 ","$500,000 ",0-,0-,"$100,000 ","$375,000 ",0-
285,buffalo-bills,Tim Settle,DT,"$4,324,000 ","$2,108,000 ","$1,350,000 ","$766,000 ",0-,"$100,000 ",0-,0-
286,buffalo-bills,Connor McGovern,G,"$4,000,000 ","$1,900,000 ","$2,000,000 ",0-,0-,"$100,000 ",0-,0-
287,buffalo-bills,Deonte Harty,WR,"$3,745,000 ","$2,000,000 ","$1,375,000 ","$120,000 ",0-,"$250,000 ",0-,0-
288,buffalo-bills,Siran Neal,S,"$3,313,333 ","$1,940,000 ","$533,333 ","$740,000 ",0-,"$100,000 ",0-,0-
289,buffalo-bills,Greg Rousseau,DE,"$3,165,873 ","$1,715,291 ","$1,450,582 ",0-,0-,0-,0-,0-
290,buffalo-bills,Kaiir Elam,CB,"$3,111,548 ","$1,327,310 ","$1,784,238 ",0-,0-,0-,0-,0-
291,buffalo-bills,Gabriel Davis,WR,"$2,916,845 ","$2,742,000 ","$174,845 ",0-,0-,0-,0-,0-
292,buffalo-bills,Jordan Phillips,DE,"$2,860,000 ","$1,805,000 ","$500,000 ","$455,000 ",0-,"$100,000 ",0-,0-
293,buffalo-bills,Leonard Floyd,OLB,"$2,623,750 ","$1,165,000 ","$1,458,750 ",0-,0-,0-,0-,0-
294,buffalo-bills,Dalton Kincaid,TE,"$2,441,277 ","$750,000 ","$1,691,277 ",0-,0-,0-,0-,0-
295,buffalo-bills,Poona Ford,DE,"$2,250,000 ","$1,500,000 ","$750,000 ",0-,0-,0-,0-,0-
296,buffalo-bills,Tyler Bass,K,"$2,076,056 ","$1,010,000 ","$1,066,056 ",0-,0-,0-,0-,0-
297,buffalo-bills,Reggie Gilliam,FB,"$2,028,333 ","$1,600,000 ","$333,333 ","$45,000 ",0-,"$50,000 ",0-,0-
298,buffalo-bills,Tyrel Dodson,LB,"$2,010,000 ","$1,010,000 ","$1,000,000 ",0-,0-,0-,0-,0-
299,buffalo-bills,Dane Jackson,CB,"$2,010,000 ","$1,010,000 ","$1,000,000 ",0-,0-,0-,0-,0-
300,buffalo-bills,A.J. Epenesa,DE,"$1,870,050 ","$1,411,450 ","$458,600 ",0-,0-,0-,0-,0-
301,buffalo-bills,Tyler Matakevich,ILB,"$1,832,500 ","$1,165,000 ","$667,500 ",0-,0-,0-,0-,0-
302,buffalo-bills,Trent Sherfield,WR,"$1,770,000 ","$1,420,000 ","$300,000 ",0-,0-,"$50,000 ",0-,0-
303,buffalo-bills,David Edwards,G,"$1,770,000 ","$1,120,000 ","$600,000 ",0-,0-,"$50,000 ",0-,0-
304,buffalo-bills,Damien Harris,RB,"$1,770,000 ","$1,120,000 ","$600,000 ",0-,0-,"$50,000 ",0-,0-
305,buffalo-bills,Taylor Rapp,S,"$1,770,000 ","$1,080,000 ","$650,000 ",0-,0-,"$40,000 ",0-,0-
306,buffalo-bills,Sam Martin,P,"$1,665,000 ","$1,165,000 ","$400,000 ","$51,000 ",0-,"$49,000 ",0-,0-
307,buffalo-bills,David Quessenberry,RT,"$1,600,000 ","$1,080,000 ","$420,000 ",0-,0-,"$100,000 ",0-,0-
308,buffalo-bills,Carlos Basham Jr.,DE,"$1,534,075 ","$1,171,358 ","$362,717 ",0-,0-,0-,0-,0-
309,buffalo-bills,James Cook,RB,"$1,325,468 ","$970,094 ","$355,374 ",0-,0-,0-,0-,0-
310,buffalo-bills,Spencer Brown,RT,"$1,318,554 ","$1,099,518 ","$219,036 ",0-,0-,0-,0-,0-
311,buffalo-bills,Cam Lewis,CB,"$1,185,000 ","$1,010,000 ","$125,000 ",0-,0-,"$50,000 ",0-,0-
312,buffalo-bills,Terrel Bernard,LB,"$1,166,560 ","$908,312 ","$228,248 ",0-,0-,"$30,000 ",0-,0-
313,buffalo-bills,O'Cyrus Torrence,G,"$1,131,087 ","$750,000 ","$381,087 ",0-,0-,0-,0-,0-
314,buffalo-bills,A.J. Klein,OLB,"$1,092,500 ","$1,165,000 ","$100,000 ","$52,500 ",0-,0-,0-,0-
315,buffalo-bills,Shaq Lawson,DE,"$1,092,500 ","$1,165,000 ","$152,500 ",0-,0-,0-,0-,0-
316,buffalo-bills,Latavius Murray,RB,"$1,092,500 ","$1,165,000 ","$152,500 ",0-,0-,0-,0-,0-
317,buffalo-bills,Brandon Shell,T,"$1,092,500 ","$1,165,000 ","$152,500 ",0-,0-,0-,0-,0-
318,buffalo-bills,Kyle Allen,QB,"$1,092,500 ","$1,080,000 ","$100,000 ",0-,0-,"$52,500 ",0-,0-
319,buffalo-bills,Dean Marlowe,SS,"$1,092,500 ","$1,080,000 ","$52,500 ","$100,000 ",0-,0-,0-,0-
320,buffalo-bills,Reid Ferguson,LS,"$1,080,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
321,buffalo-bills,Matt Barkley,QB,"$1,025,200 ","$1,165,000 ","$85,200 ",0-,0-,0-,0-,0-
322,buffalo-bills,Dezmon Patmon,WR,"$1,020,000 ","$1,010,000 ","$10,000 ",0-,0-,0-,0-,0-
323,buffalo-bills,Tommy Doyle,LT,"$1,018,931 ","$940,000 ","$78,931 ",0-,0-,0-,0-,0-
324,buffalo-bills,Ike Boettger,G,"$1,016,250 ","$1,080,000 ","$50,000 ","$76,250 ",0-,"$26,250 ",0-,0-
325,buffalo-bills,Kendal Vickers,DE,"$1,012,500 ","$1,010,000 ","$2,500 ",0-,0-,0-,0-,0-
326,buffalo-bills,Travin Howard,OLB,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
327,buffalo-bills,Jace Sternberger,TE,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
328,buffalo-bills,Damar Hamlin,S,"$980,119 ","$940,000 ","$40,119 ",0-,0-,0-,0-,0-
329,buffalo-bills,Dorian Williams,LB,"$978,692 ","$750,000 ","$228,692 ",0-,0-,0-,0-,0-
330,buffalo-bills,Khalil Shakir,WR,"$956,787 ","$870,000 ","$86,787 ",0-,0-,0-,0-,0-
331,buffalo-bills,Keesean Johnson,WR,"$946,500 ","$940,000 ","$6,500 ",0-,0-,0-,0-,0-
332,buffalo-bills,Zayne Anderson,S,"$945,000 ","$940,000 ","$5,000 ",0-,0-,0-,0-,0-
333,buffalo-bills,Greg Mancz,C,"$944,500 ","$1,165,000 ","$4,500 ",0-,0-,0-,0-,0-
334,buffalo-bills,Cortez Broughton,DT,"$942,500 ","$940,000 ","$2,500 ",0-,0-,0-,0-,0-
335,buffalo-bills,Eli Ankou,DT,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
336,buffalo-bills,Andy Isabella,WR,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
337,buffalo-bills,Shane Ray,OLB,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
338,buffalo-bills,Marcell Ateman,WR,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
339,buffalo-bills,Kyron Brown,CB,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
340,buffalo-bills,Darrynton Evans,RB,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
341,buffalo-bills,Christian Benford,CB,"$918,569 ","$870,000 ","$48,569 ",0-,0-,0-,0-,0-
342,buffalo-bills,Baylon Spector,LB,"$895,931 ","$870,000 ","$25,931 ",0-,0-,0-,0-,0-
343,buffalo-bills,Isaiah Coulter,WR,"$872,500 ","$870,000 ","$2,500 ",0-,0-,0-,0-,0-
344,buffalo-bills,Kingsley Jonathan,DT,"$871,750 ","$870,000 ","$1,750 ",0-,0-,0-,0-,0-
345,buffalo-bills,Kameron Cline,DT,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
346,buffalo-bills,Jared Mayden,S,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
347,buffalo-bills,Quintin Morris,TE,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
348,buffalo-bills,Justin Shorter,WR,"$830,987 ","$750,000 ","$80,987 ",0-,0-,0-,0-,0-
349,buffalo-bills,Nick Broeker,G,"$775,525 ","$750,000 ","$25,525 ",0-,0-,0-,0-,0-
350,buffalo-bills,Alex Austin,CB,"$769,444 ","$750,000 ","$19,444 ",0-,0-,0-,0-,0-
351,buffalo-bills,Richard Gouraige,T,"$759,166 ","$750,000 ","$9,166 ",0-,0-,0-,0-,0-
352,buffalo-bills,DJ Dale,DT,"$756,666 ","$750,000 ","$6,666 ",0-,0-,0-,0-,0-
353,buffalo-bills,Ryan Van Demark,T,"$754,500 ","$750,000 ","$4,500 ",0-,0-,0-,0-,0-
354,buffalo-bills,Alec Anderson,T,"$754,250 ","$750,000 ","$4,250 ",0-,0-,0-,0-,0-
355,buffalo-bills,Ja'Marcus Ingram,CB,"$754,000 ","$750,000 ","$4,000 ",0-,0-,0-,0-,0-
356,buffalo-bills,Jordan Mims,RB,"$754,000 ","$750,000 ","$4,000 ",0-,0-,0-,0-,0-
357,buffalo-bills,Tyrell Shavers,WR,"$752,833 ","$750,000 ","$2,833 ",0-,0-,0-,0-,0-
358,buffalo-bills,Bryan Thompson,WR,"$752,166 ","$750,000 ","$2,166 ",0-,0-,0-,0-,0-
359,buffalo-bills,Joel Wilson,TE,"$750,833 ","$750,000 ",$833 ,0-,0-,0-,0-,0-
360,buffalo-bills,Kevin Jarvis,G,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
361,carolina-panthers,Brian Burns,DE,"$16,012,000 ","$16,012,000 ",0-,0-,0-,0-,0-,0-
362,carolina-panthers,Shaq Thompson,OLB,"$14,063,333 ","$1,200,000 ","$4,260,000 ","$500,000 ",0-,0-,"$8,103,333 ",0-
363,carolina-panthers,Taylor Moton,RT,"$13,527,916 ","$1,080,000 ","$3,000,000 ",0-,0-,"$200,000 ","$9,247,917 ",0-
364,carolina-panthers,Derrick Brown,DT,"$7,515,902 ","$2,331,101 ","$3,684,801 ","$1,500,000 ",0-,0-,0-,0-
365,carolina-panthers,Donte Jackson,CB,"$7,475,167 ","$1,080,000 ","$3,666,667 ","$1,000,000 ",0-,"$200,000 ","$1,528,500 ",0-
366,carolina-panthers,Bryce Young,QB,"$6,900,922 ","$750,000 ","$6,150,922 ",0-,0-,0-,0-,0-
367,carolina-panthers,Ikem Ekwonu,LT,"$6,265,466 ","$870,000 ","$4,307,373 ","$1,088,093 ",0-,0-,0-,0-
368,carolina-panthers,Jaycee Horn,CB,"$5,757,858 ","$940,000 ","$3,178,572 ","$1,639,286 ",0-,0-,0-,0-
369,carolina-panthers,Frankie Luvu,OLB,"$5,470,575 ","$2,600,000 ","$1,500,000 ","$1,220,575 ",0-,"$150,000 ",0-,0-
370,carolina-panthers,Austin Corbett,G,"$5,163,000 ","$1,080,000 ","$1,953,000 ",0-,0-,"$200,000 ","$1,930,000 ",0-
371,carolina-panthers,Xavier Woods,S,"$4,439,166 ","$1,080,000 ","$1,666,666 ",0-,0-,"$100,000 ","$1,592,500 ",0-
372,carolina-panthers,Ian Thomas,TE,"$3,856,666 ","$1,080,000 ","$1,666,666 ","$300,000 ",0-,0-,"$810,000 ",0-
373,carolina-panthers,Marquis Haynes,DE,"$3,545,000 ","$1,445,000 ","$500,000 ","$1,400,000 ",0-,"$200,000 ",0-,0-
374,carolina-panthers,C.J. Henderson,CB,"$3,407,639 ","$3,407,639 ",0-,0-,0-,0-,0-,0-
375,carolina-panthers,Jeremy Chinn,FS,"$3,335,995 ","$2,918,000 ","$342,995 ",0-,0-,"$75,000 ",0-,0-
376,carolina-panthers,Adam Thielen,WR,"$3,332,000 ","$1,165,000 ","$1,667,000 ","$500,000 ",0-,0-,0-,0-
377,carolina-panthers,Hayden Hurst,TE,"$3,136,666 ","$1,080,000 ","$2,056,667 ",0-,0-,0-,0-,0-
378,carolina-panthers,Vonn Bell,SS,"$3,110,000 ","$1,165,000 ","$1,945,000 ",0-,0-,0-,0-,0-
379,carolina-panthers,Shy Tuttle,DT,"$2,886,666 ","$1,080,000 ","$1,806,667 ",0-,0-,0-,0-,0-
380,carolina-panthers,Bradley Bozeman,C,"$2,720,000 ","$1,080,000 ","$1,640,000 ",0-,0-,0-,0-,0-
381,carolina-panthers,Yetur Gross-Matos,DE,"$2,608,711 ","$1,628,019 ","$880,692 ",0-,0-,"$100,000 ",0-,0-
382,carolina-panthers,Miles Sanders,RB,"$2,555,000 ","$1,080,000 ","$1,475,000 ",0-,0-,0-,0-,0-
383,carolina-panthers,Johnny Hekker,P,"$2,148,666 ","$1,165,000 ","$666,666 ",0-,0-,0-,"$317,000 ",0-
384,carolina-panthers,Andy Dalton,QB,"$2,132,000 ","$1,165,000 ","$967,000 ",0-,0-,0-,0-,0-
385,carolina-panthers,DJ Chark,WR,"$1,864,000 ","$1,080,000 ","$784,000 ",0-,0-,0-,0-,0-
386,carolina-panthers,Justin McCray,G,"$1,770,000 ","$1,080,000 ","$690,000 ",0-,0-,0-,0-,0-
387,carolina-panthers,DeShawn Williams,DE,"$1,750,000 ","$1,080,000 ","$670,000 ",0-,0-,0-,0-,0-
388,carolina-panthers,Laviska Shenault,WR,"$1,659,464 ","$1,659,464 ",0-,0-,0-,0-,0-,0-
389,carolina-panthers,Jonathan Mingo,WR,"$1,610,290 ","$750,000 ","$860,290 ",0-,0-,0-,0-,0-
390,carolina-panthers,Terrace Marshall,WR,"$1,562,587 ","$1,105,862 ","$381,725 ",0-,0-,"$75,000 ",0-,0-
391,carolina-panthers,Eddy Pineiro,K,"$1,555,000 ","$1,010,000 ","$545,000 ",0-,0-,0-,0-,0-
392,carolina-panthers,Brady Christensen,G,"$1,408,167 ","$940,000 ","$278,777 ",0-,0-,"$189,390 ",0-,0-
393,carolina-panthers,Tommy Tremble,TE,"$1,343,573 ","$940,000 ","$235,715 ",0-,0-,"$167,858 ",0-,0-
394,carolina-panthers,Sam Franklin,S,"$1,310,000 ","$1,010,000 ","$300,000 ",0-,0-,0-,0-,0-
395,carolina-panthers,Matt Corral,QB,"$1,157,783 ","$936,557 ","$221,226 ",0-,0-,0-,0-,0-
396,carolina-panthers,Chuba Hubbard,RB,"$1,118,294 ","$940,000 ","$178,294 ",0-,0-,0-,0-,0-
397,carolina-panthers,Henry Anderson,DE,"$1,092,500 ","$1,165,000 ","$152,500 ",0-,0-,0-,0-,0-
398,carolina-panthers,Damiere Byrd,WR,"$1,092,500 ","$1,165,000 ","$152,500 ",0-,0-,0-,0-,0-
399,carolina-panthers,Cameron Erving,T,"$1,092,500 ","$1,165,000 ","$152,500 ",0-,0-,0-,0-,0-
400,carolina-panthers,Kamu Grugier-Hill,OLB,"$1,092,500 ","$1,165,000 ","$152,500 ",0-,0-,0-,0-,0-
401,carolina-panthers,J.J. Jansen,LS,"$1,092,500 ","$1,165,000 ","$152,500 ",0-,0-,0-,0-,0-
402,carolina-panthers,Eric Rowe,S,"$1,092,500 ","$1,165,000 ","$152,500 ",0-,0-,0-,0-,0-
403,carolina-panthers,Brandon Smith,LB,"$1,059,137 ","$870,000 ","$189,137 ",0-,0-,0-,0-,0-
404,carolina-panthers,Stantley Thomas-Oliver,CB,"$1,035,794 ","$1,010,000 ","$25,794 ",0-,0-,0-,0-,0-
405,carolina-panthers,Keith Taylor,CB,"$1,016,497 ","$940,000 ","$76,497 ",0-,0-,0-,0-,0-
406,carolina-panthers,Herb Miller,CB,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
407,carolina-panthers,Javon Wims,WR,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
408,carolina-panthers,D.J. Johnson,OLB,"$1,000,543 ","$750,000 ","$250,543 ",0-,0-,0-,0-,0-
409,carolina-panthers,Shi Smith,WR,"$983,105 ","$940,000 ","$43,105 ",0-,0-,0-,0-,0-
410,carolina-panthers,Chandler Zavala,G,"$942,934 ","$750,000 ","$192,934 ",0-,0-,0-,0-,0-
411,carolina-panthers,Michael Jordan,G,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
412,carolina-panthers,Greg Mabin,CB,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
413,carolina-panthers,Taylor Stallworth,DT,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
414,carolina-panthers,John Penisini,DT,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
415,carolina-panthers,Giovanni Ricci,FB,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
416,carolina-panthers,Stephen Sullivan,WR,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
417,carolina-panthers,Amaré Barno,DE,"$916,351 ","$870,000 ","$46,351 ",0-,0-,0-,0-,0-
418,carolina-panthers,Cade Mays,G,"$913,269 ","$870,000 ","$43,269 ",0-,0-,0-,0-,0-
419,carolina-panthers,Marquan McCall,DT,"$875,000 ","$870,000 ","$5,000 ",0-,0-,0-,0-,0-
420,carolina-panthers,Raheem Blackshear,RB,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
421,carolina-panthers,Deonte Brown,G,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
422,carolina-panthers,Larnel Coleman,T,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
423,carolina-panthers,Gary Jennings,WR,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
424,carolina-panthers,Arron Mosby,LB,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
425,carolina-panthers,Sam Tecklenburg,C,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
426,carolina-panthers,Raequan Williams,DT,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
427,carolina-panthers,Chandler Wooten,ILB,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
428,carolina-panthers,Jammie Robinson,S,"$832,383 ","$750,000 ","$82,383 ",0-,0-,0-,0-,0-
429,carolina-panthers,Nash Jensen,G,"$758,333 ","$750,000 ","$8,333 ",0-,0-,0-,0-,0-
430,carolina-panthers,Eku Leota,LB,"$758,333 ","$750,000 ","$8,333 ",0-,0-,0-,0-,0-
431,carolina-panthers,Mark Milton,CB,"$758,333 ","$750,000 ","$8,333 ",0-,0-,0-,0-,0-
432,carolina-panthers,Jalen Redmond,DE,"$756,666 ","$750,000 ","$6,666 ",0-,0-,0-,0-,0-
433,carolina-panthers,Cam Peoples,RB,"$755,000 ","$750,000 ","$5,000 ",0-,0-,0-,0-,0-
434,carolina-panthers,Rezjohn Wright,CB,"$755,000 ","$750,000 ","$5,000 ",0-,0-,0-,0-,0-
435,carolina-panthers,Colby Richardson,CB,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
436,carolina-panthers,Josh Vann,WR,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
437,carolina-panthers,Ricky Lee,T,"$751,666 ","$750,000 ","$1,666 ",0-,0-,0-,0-,0-
438,carolina-panthers,Bumper Pool,LB,"$750,833 ","$750,000 ",$833 ,0-,0-,0-,0-,0-
439,carolina-panthers,Spencer Brown,RB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
440,carolina-panthers,J.D. DiRenzo,T,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
441,carolina-panthers,Ayinde Eley,LB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
442,carolina-panthers,Antwuan Jackson,DE,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
443,carolina-panthers,Kobe Jones,DE,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
444,carolina-panthers,LaBryan Ray,DT,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
445,carolina-panthers,C.J. Saunders,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
446,carolina-panthers,Josh Thomas,S,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
447,carolina-panthers,Jordan Thomas,LB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
